exp_time,od_measured,pump_1_rate,pump_2_rate,Time.hours
74838.24,1.037027476,0,0,20.7884
74898.3,1.036428068,0,0,20.80508333
74958.37,1.03945715,0,0,20.82176944
75018.44,1.040581656,0,0,20.83845556
75078.52,1.04265073,0.018891813,0.25,20.85514444
75138.58,0.970472587,0.012428345,0.119713382,20.87182778
75198.65,0.935466352,0,0.07,20.88851389
75258.73,0.94884382,0,0.07,20.90520278
75318.77,0.948822711,0,0.07,20.92188056
75378.85,0.940613911,0,0.25,20.93856944
75438.92,0.950957039,0,0.07,20.95525556
75498.98,0.943702601,0,0.07,20.97193889
75559.05,0.958993321,0,0.07,20.988625
75619.1,0.970280718,0,0.07,21.00530556
75679.14,0.970019527,0,0.25,21.02198333
75739.18,0.972028957,0,0.07,21.03866111
75799.25,0.966559712,0,0,21.05534722
75859.29,0.946504,0,0,21.072025
75919.36,0.981560191,0,0,21.08871111
75979.4,0.992251622,0,0,21.10538889
76039.47,0.976812033,0,0,21.122075
76099.51,0.985387854,0,0,21.13875278
76159.57,0.981393133,0,0,21.15543611
76219.61,0.990201596,0,0,21.17211389
76279.68,0.982762529,0,0,21.1888
76339.76,0.987405058,0,0,21.20548889
76399.81,0.991398514,0,0,21.22216944
76459.89,0.988759478,0,0,21.23885833
76519.96,0.993330848,0,0,21.25554444
76580.04,1.006641936,0,0,21.27223333
76640.13,1.013369354,0,0,21.288925
76700.17,1.00146923,0,0,21.30560278
76760.24,1.011230129,0,0,21.32228889
76820.3,1.005668266,0,0,21.33897222
76880.34,1.026934942,0,0,21.35565
76940.42,1.013893767,0,0,21.37233889
77000.48,1.02258383,0,0,21.38902222
77060.55,1.013855005,0,0,21.40570833
77120.59,1.034804952,0,0,21.42238611
77180.63,1.025252803,0,0,21.43906389
77240.75,1.027344969,0,0,21.45576389
77300.79,1.017567671,0,0,21.47244167
77360.84,1.040405609,0,0,21.48912222
77420.92,1.037880693,0,0,21.50581111
77480.97,1.044637656,0,0,21.52249167
77541.03,1.041463725,0.01868114,0.144724559,21.539175
77601.08,1.003697004,0.02,0.15,21.55585556
77661.11,0.942049517,0.000784407,0.073137629,21.57253056
77721.14,0.926793442,0,0.07,21.58920556
77781.21,0.921413359,0,0.25,21.60589167
77841.31,0.936493924,0,0.07,21.62258611
77901.37,0.937281166,0,0.07,21.63926944
77961.44,0.948548167,0,0.07,21.65595556
78021.51,0.931460979,0,0.07,21.67264167
78081.59,0.943823075,0,0.25,21.68933056
78141.65,0.938613208,0,0.07,21.70601389
78201.71,0.938689402,0,0.07,21.72269722
78261.74,0.940347054,0,0.07,21.73937222
78321.81,0.9407354,0,0,21.75605833
78381.89,0.934113064,0,0,21.77274722
78441.96,0.952284441,0,0,21.78943333
78502.04,0.97485141,0,0,21.80612222
78562.06,0.963053858,0,0,21.82279444
78622.13,0.94896717,0,0,21.83948056
78682.17,0.962851399,0,0,21.85615833
78742.24,0.970309596,0,0,21.87284444
78802.32,0.967309207,0,0,21.88953333
78862.39,0.959479306,0,0,21.90621944
78922.47,0.968728744,0,0,21.92290833
78982.51,0.958002089,0,0,21.93958611
79042.58,0.966421291,0,0,21.95627222
79102.64,0.985531866,0,0,21.97295556
79162.71,0.971741626,0,0,21.98964167
79222.75,0.971206463,0,0,22.00631944
79282.8,0.993221779,0,0,22.023
79342.84,1.013340987,0,0,22.03967778
79402.88,1.001464236,0,0,22.05635556
79462.95,1.007554283,0,0,22.07304167
79522.99,1.000499817,0,0,22.08971944
79583.07,1.004282925,0,0,22.10640833
79643.15,0.997309048,0,0,22.12309722
79703.22,1.005399782,0,0,22.13978333
79763.29,1.007986329,0,0,22.15646944
79823.37,1.009392429,0,0,22.17315833
79883.43,1.024023185,0,0,22.18984167
79943.5,1.027691108,0,0,22.20652778
80003.55,1.022685495,0,0,22.22320833
80063.63,1.021195628,0,0,22.23989722
80123.68,1.028924766,0,0,22.25657778
80183.71,1.019874287,0,0,22.27325278
80243.76,1.038051245,0,0,22.28993333
80303.83,1.037377058,0,0,22.30661944
80363.91,1.027444729,0,0,22.32330833
80423.96,1.042263269,0,0,22.33998889
80484,1.026688504,0,0,22.35666667
80544.08,1.03673998,0,0,22.37335556
80604.16,1.04240401,0,0,22.39004444
80664.21,1.040084644,0.018428696,0.143714784,22.406725
80724.25,0.961950778,0.011573383,0.116293533,22.42340278
80784.32,0.937176005,0,0.25,22.44008889
80844.38,0.932918464,0,0.07,22.45677222
80904.44,0.943077982,0,0.07,22.47345556
80964.5,0.955161872,0,0.07,22.49013889
81024.54,0.959071358,0,0.07,22.50681667
81084.6,0.941995933,0,0.25,22.5235
81144.65,0.954380104,0,0.07,22.54018056
81204.71,0.942206837,0,0.07,22.55686389
81264.76,0.955696071,0,0.07,22.57354444
81324.82,0.951520613,0,0.07,22.59022778
81384.89,0.956132343,0,0,22.60691389
81444.96,0.964678116,0,0,22.6236
81505.04,0.975305277,0,0,22.64028889
81565.1,0.967065169,0,0,22.65697222
81625.16,0.963836748,0,0,22.67365556
81685.23,0.973395284,0,0,22.69034167
81745.3,0.987635281,0,0,22.70702778
81805.38,0.988801362,0,0,22.72371667
81865.46,0.995243857,0,0,22.74040556
81925.52,0.990779721,0,0,22.75708889
81985.57,0.975567504,0,0,22.77376944
82045.61,0.975395962,0,0,22.79044722
82105.68,0.991841384,0,0,22.80713333
82165.72,0.992011979,0,0,22.82381111
82225.78,1.008335935,0,0,22.84049444
82285.86,1.009617666,0,0,22.85718333
82345.91,1.020393233,0,0,22.87386389
82405.99,1.010905263,0,0,22.89055278
82466.04,1.012755924,0,0,22.90723333
82526.12,1.019766303,0,0,22.92392222
82586.17,1.022647725,0,0,22.94060278
82646.26,1.027619645,0,0,22.95729444
82706.3,1.024835085,0,0,22.97397222
82766.36,1.019687013,0,0,22.99065556
82826.41,1.042946014,0,0,23.00733611
82886.45,1.034278161,0,0,23.02401389
82946.5,1.038046363,0,0,23.04069444
83006.54,1.03060359,0,0,23.05737222
83066.62,1.031733217,0,0,23.07406111
83126.67,1.030073396,0,0,23.09074167
83186.72,1.038801154,0,0,23.10742222
83246.79,1.03474526,0,0,23.12410833
83306.87,1.052785204,0,0,23.14079722
83366.95,1.065186509,0.02,0.15,23.15748611
83427,0.970508538,0.014684441,0.128737764,23.17416667
83487.08,0.914862802,0,0.25,23.19085556
83547.14,0.924700688,0,0.07,23.20753889
83607.22,0.910574156,0,0.07,23.22422778
83667.29,0.922028633,0,0.07,23.24091389
83727.36,0.919015313,0,0.07,23.2576
83787.43,0.896137328,0,0.25,23.27428611
83847.46,0.911976297,0,0.07,23.29096111
83907.5,0.913112671,0,0.07,23.30763889
83967.55,0.932413148,0,0.07,23.32431944
84027.6,0.916936243,0,0.07,23.341
84087.67,0.931466099,0,0,23.35768611
84147.75,0.947060858,0,0,23.374375
84207.8,0.939629392,0,0,23.39105556
84267.87,0.938778061,0,0,23.40774167
84327.93,0.950189496,0,0,23.424425
84388.02,0.929231124,0,0,23.44111667
84448.09,0.945936269,0,0,23.45780278
84508.13,0.945228082,0,0,23.47448056
84568.17,0.945203546,0,0,23.49115833
84628.22,0.953407988,0,0,23.50783889
84688.28,0.958736311,0,0,23.52452222
84748.36,0.962825735,0,0,23.54121111
84808.39,0.955303282,0,0,23.55788611
84868.45,0.961615357,0,0,23.57456944
84928.53,0.965959205,0,0,23.59125833
84988.61,0.961030838,0,0,23.60794722
85048.69,0.970779027,0,0,23.62463611
85108.76,0.977980185,0,0,23.64132222
85168.82,0.9829214,0,0,23.65800556
85228.87,0.973577649,0,0,23.67468611
85288.94,0.959267454,0,0,23.69137222
85349.03,0.98096023,0,0,23.70806389
85409.1,0.980317719,0,0,23.72475
85469.16,0.969229872,0,0,23.74143333
85529.2,0.992631635,0,0,23.75811111
85589.26,0.99078405,0,0,23.77479444
85649.31,0.999336886,0,0,23.791475
85709.38,1.000012196,0,0,23.80816111
85769.46,1.004126725,0,0,23.82485
85829.54,0.999011385,0,0,23.84153889
85889.65,1.002586025,0,0,23.85823611
85949.7,0.997979258,0,0,23.87491667
86009.75,1.015045831,0,0,23.89159722
86069.83,1.01756845,0,0,23.90828611
86129.89,1.010350116,0,0,23.92496944
86189.93,1.019994577,0,0,23.94164722
86250,1.018766822,0,0,23.95833333
86310.08,1.021039646,0,0,23.97502222
86370.12,1.023540037,0,0,23.9917
86430.19,1.021290367,0,0,24.00838611
86490.27,1.034406776,0,0,24.025075
86550.31,1.016820743,0,0,24.04175278
86610.39,1.024493085,0,0,24.05844167
86670.47,1.040290098,0,0,24.07513056
86730.52,1.038853308,0,0,24.09181111
86790.56,1.051755893,0,0,24.10848889
86850.61,1.049292982,0.02,0.15,24.12516944
86910.67,1.000276189,0.02,0.15,24.14185278
86970.71,0.895212059,0,0.07,24.15853056
87030.79,0.907681599,0,0.07,24.17521944
87090.87,0.898210081,0,0.25,24.19190833
87150.92,0.91756958,0,0.07,24.20858889
87210.98,0.904777623,0,0.07,24.22527222
87271.06,0.926593414,0,0.07,24.24196111
87331.11,0.910630511,0,0.07,24.25864167
87391.15,0.93140113,0,0.25,24.27531944
87451.21,0.915023091,0,0.07,24.29200278
87511.24,0.934813268,0,0.07,24.30867778
87571.32,0.932458979,0,0,24.32536667
87631.4,0.937898443,0,0,24.34205556
87691.44,0.944351569,0,0,24.35873333
87751.52,0.926062497,0,0,24.37542222
87811.56,0.947640593,0,0,24.3921
87871.64,0.954943666,0,0,24.40878889
87931.71,0.951075694,0,0,24.425475
87991.79,0.956117974,0,0,24.44216389
88051.82,0.954202236,0,0,24.45883889
88111.9,0.934080536,0,0,24.47552778
88171.97,0.961454353,0,0,24.49221389
88232.01,0.950346972,0,0,24.50889167
88292.06,0.959050784,0,0,24.52557222
88352.14,0.961621394,0,0,24.54226111
88412.19,0.974704544,0,0,24.55894167
88472.28,0.948626327,0,0,24.57563333
88532.31,0.97004136,0,0,24.59230833
88592.39,0.96666226,0,0,24.60899722
88652.46,0.979584489,0,0,24.62568333
88712.5,0.962941579,0,0,24.64236111
88772.57,0.979035678,0,0,24.65904722
88832.62,0.982972854,0,0,24.67572778
88892.69,0.987026779,0,0,24.69241389
88952.76,0.978652971,0,0,24.7091
89012.81,1.000149929,0,0,24.72578056
89072.85,0.983879859,0,0,24.74245833
89132.93,1.002687239,0,0,24.75914722
89193,0.988468874,0,0,24.77583333
89253.04,0.980949532,0,0,24.79251111
89313.1,1.015325471,0,0,24.80919444
89373.18,0.999475647,0,0,24.82588333
89433.25,1.007998874,0,0,24.84256944
89493.33,1.014837067,0,0,24.85925833
89553.38,1.004390158,0,0,24.87593889
89613.45,1.003384986,0,0,24.892625
89673.52,1.013873069,0,0,24.90931111
89733.59,1.021486718,0,0,24.92599722
89793.64,1.019929812,0,0,24.94267778
89853.72,1.015664305,0,0,24.95936667
89913.75,1.021270907,0,0,24.97604167
89973.82,1.032458291,0,0,24.99272778
90033.9,1.031058429,0,0,25.00941667
90093.98,1.021435582,0,0,25.02610556
90154.03,1.033702653,0,0,25.04278611
90214.08,1.030191222,0,0,25.05946667
90274.18,1.052974816,0,0,25.07616111
90334.23,1.054712548,0.02,0.15,25.09284167
90394.33,0.942980054,0.000263552,0.25,25.10953611
90454.38,0.945377178,0,0.07,25.12621667
90514.42,0.944429336,0,0.07,25.14289444
90574.46,0.928535091,0,0.07,25.15957222
90634.5,0.949294324,0,0.07,25.17625
90694.57,0.945933076,0,0.25,25.19293611
90754.61,0.953178204,0,0.07,25.20961389
90814.66,0.959714264,0,0.07,25.22629444
90874.7,0.958227666,0,0.07,25.24297222
90934.77,0.961165153,0,0.07,25.25965833
90994.83,0.960381341,0,0.25,25.27634167
91054.9,0.970958148,0,0,25.29302778
91114.94,0.969998426,0,0,25.30970556
91174.99,0.975043293,0,0,25.32638611
91235.08,0.979946477,0,0,25.34307778
91295.16,0.967306201,0,0,25.35976667
91355.24,0.963441142,0,0,25.37645556
91415.3,0.97700275,0,0,25.39313889
91475.37,0.959792332,0,0,25.409825
91535.45,0.967326738,0,0,25.42651389
91595.49,0.986272831,0,0,25.44319167
91655.56,0.988048199,0,0,25.45987778
91715.66,0.984659918,0,0,25.47657222
91775.74,0.988542406,0,0,25.49326111
91835.81,0.997121772,0,0,25.50994722
91895.85,0.998292524,0,0,25.526625
91955.9,1.001245208,0,0,25.54330556
92015.94,0.983813619,0,0,25.55998333
92076.01,1.008706055,0,0,25.57666944
92136.09,0.991891891,0,0,25.59335833
92196.16,1.02025426,0,0,25.61004444
92256.2,1.017992343,0,0,25.62672222
92316.26,1.021469798,0,0,25.64340556
92376.33,1.02733111,0,0,25.66009167
92436.37,1.00561639,0,0,25.67676944
92496.42,1.030869515,0,0,25.69345
92556.46,1.02890312,0,0,25.71012778
92616.53,1.035267401,0,0,25.72681389
92676.61,1.028242236,0,0,25.74350278
92736.69,1.018122003,0,0,25.76019167
92796.76,1.021848141,0,0,25.77687778
92856.84,1.023388583,0,0,25.79356667
92916.91,1.031633646,0,0,25.81025278
92976.98,1.041619425,0,0,25.82693889
93037.02,1.041626117,0.018707515,0.144830061,25.84361667
93097.08,0.969952891,0.0122907,0.25,25.8603
93157.16,0.900940096,0,0.07,25.87698889
93217.21,0.911156986,0,0.07,25.89366944
93277.27,0.900490847,0,0.07,25.91035278
93337.32,0.905737378,0,0.07,25.92703333
93397.35,0.924798563,0,0.25,25.94370833
93457.44,0.923345529,0,0.07,25.9604
93517.47,0.920572576,0,0.07,25.977075
93577.54,0.921624143,0,0.07,25.99376111
93637.6,0.911272214,0,0.07,26.01044444
93697.66,0.910024713,0,0.25,26.02712778
93757.7,0.935203664,0,0,26.04380556
93817.77,0.939417874,0,0,26.06049167
93877.85,0.936467125,0,0,26.07718056
93937.89,0.940333239,0,0,26.09385833
93997.97,0.931737446,0,0,26.11054722
94058.01,0.956965073,0,0,26.127225
94118.05,0.949565479,0,0,26.14390278
94178.13,0.946707698,0,0,26.16059167
94238.16,0.927304229,0,0,26.17726667
94298.2,0.940846948,0,0,26.19394444
94358.29,0.943517328,0,0,26.21063611
94418.35,0.945817438,0,0,26.22731944
94478.4,0.951708298,0,0,26.244
94538.44,0.953493382,0,0,26.26067778
94598.52,0.958184351,0,0,26.27736667
94658.61,0.954518859,0,0,26.29405833
94718.67,0.969717769,0,0,26.31074167
94778.75,0.968440321,0,0,26.32743056
94838.79,0.966473295,0,0,26.34410833
94898.87,0.976002968,0,0,26.36079722
94958.95,0.980799529,0,0,26.37748611
95019.02,0.974879494,0,0,26.39417222
95079.08,0.971315107,0,0,26.41085556
95139.11,0.981480789,0,0,26.42753056
95199.15,0.9721281,0,0,26.44420833
95259.21,0.98715644,0,0,26.46089167
95319.29,0.999673472,0,0,26.47758056
95379.34,0.992827776,0,0,26.49426111
95439.39,0.977613684,0,0,26.51094167
95499.44,1.002112077,0,0,26.52762222
95559.51,0.999860231,0,0,26.54430833
95619.57,1.011721843,0,0,26.56099167
95679.68,1.006965205,0,0,26.57768889
95739.74,1.007783387,0,0,26.59437222
95799.79,1.000236986,0,0,26.61105278
95859.86,1.013056051,0,0,26.62773889
95919.9,1.008846301,0,0,26.64441667
95979.94,1.019042969,0,0,26.66109444
96040.02,1.031138943,0,0,26.67778333
96100.07,1.003354153,0,0,26.69446389
96160.12,1.011038345,0,0,26.71114444
96220.2,1.012119395,0,0,26.72783333
96280.27,1.01903591,0,0,26.74451944
96340.33,1.034201547,0,0,26.76120278
96400.37,1.032779698,0,0,26.77788056
96460.45,1.023438428,0,0,26.79456944
96520.53,1.042865101,0,0,26.81125833
96580.61,1.04993819,0.02,0.15,26.82794722
96640.69,0.997038591,0.014996023,0.12998409,26.84463611
96700.76,0.919263093,0,0.25,26.86132222
96760.8,0.924856598,0,0.07,26.878
96820.87,0.918765818,0,0.07,26.89468611
96880.91,0.940433158,0,0.07,26.91136389
96940.97,0.923716044,0,0.07,26.92804722
97001.04,0.920144599,0,0.25,26.94473333
97061.08,0.928730276,0,0.07,26.96141111
97121.14,0.934814283,0,0.07,26.97809444
97181.21,0.923269506,0,0.07,26.99478056
97241.28,0.928328607,0,0.07,27.01146667
97301.36,0.924354103,0,0,27.02815556
97361.44,0.926672913,0,0,27.04484444
97421.49,0.941944168,0,0,27.061525
97481.57,0.955373913,0,0,27.07821389
97541.64,0.937761252,0,0,27.0949
97601.68,0.947515993,0,0,27.11157778
97661.72,0.948207935,0,0,27.12825556
97721.78,0.935764827,0,0,27.14493889
97781.84,0.958276689,0,0,27.16162222
97841.92,0.959455579,0,0,27.17831111
97901.96,0.94911962,0,0,27.19498889
97962,0.966407253,0,0,27.21166667
98022.05,0.970116404,0,0,27.22834722
98082.12,0.964273519,0,0,27.24503333
98142.2,0.978559269,0,0,27.26172222
98202.28,0.986794657,0,0,27.27841111
98262.35,0.965971414,0,0,27.29509722
98322.43,1.003272822,0,0,27.31178611
98382.48,0.979148621,0,0,27.32846667
98442.54,0.982285518,0,0,27.34515
98502.58,0.994821035,0,0,27.36182778
98562.69,0.986014606,0,0,27.378525
98622.73,0.987972687,0,0,27.39520278
98682.77,0.993093707,0,0,27.41188056
98742.85,0.991051579,0,0,27.42856944
98802.88,0.984565098,0,0,27.44524444
98862.96,0.997906493,0,0,27.46193333
98923.01,0.988975272,0,0,27.47861389
98983.09,1.002409844,0,0,27.49530278
99043.16,0.995089005,0,0,27.51198889
99103.24,1.001621267,0,0,27.52867778
99163.32,0.996640018,0,0,27.54536667
99223.4,0.999728736,0,0,27.56205556
99283.47,1.019598561,0,0,27.57874167
99343.52,1.024318858,0,0,27.59542222
99403.57,1.025309393,0,0,27.61210278
99463.63,1.008372587,0,0,27.62878611
99523.71,1.009034915,0,0,27.645475
99583.76,1.015293696,0,0,27.66215556
99643.82,1.026416085,0,0,27.67883889
99703.9,1.02748282,0,0,27.69552778
99763.93,1.040444025,0,0,27.71220278
99824.01,1.047593412,0.01978574,0.149142961,27.72889167
99884.08,0.930131492,0,0,27.74557778
99944.13,0.93826308,0,0.07,27.76225833
100004.21,0.95539788,0,0.25,27.77894722
100064.27,0.949919222,0,0.07,27.79563056
100124.3,0.968511869,0,0.07,27.81230556
100184.36,0.972837992,0,0.07,27.82898889
100244.41,0.977111468,0,0.07,27.84566944
100304.45,0.972453993,0,0.25,27.86234722
100364.5,0.964675364,0,0.07,27.87902778
100424.57,0.960731109,0,0.07,27.89571389
100484.6,0.956526441,0,0,27.91238889
100544.68,0.955391162,0,0,27.92907778
100604.73,0.963651847,0,0,27.94575833
100664.78,0.966608752,0,0,27.96243889
100724.82,0.991771463,0,0,27.97911667
100784.9,0.962388904,0,0,27.99580556
100844.98,0.988343878,0,0,28.01249444
100905.06,0.986737885,0,0,28.02918333
100965.14,0.969405408,0,0,28.04587222
101025.21,0.991436272,0,0,28.06255833
101085.27,0.978295726,0,0,28.07924167
101145.31,0.99766455,0,0,28.09591944
101205.36,0.989739782,0,0,28.1126
101265.4,0.989912024,0,0,28.12927778
101325.46,1.007374072,0,0,28.14596111
101385.55,1.005910114,0,0,28.16265278
101445.59,0.998258973,0,0,28.17933056
101505.64,1.01088955,0,0,28.19601111
101565.72,1.015651577,0,0,28.2127
101625.78,1.014781865,0,0,28.22938333
101685.86,1.015755401,0,0,28.24607222
101745.94,1.008648469,0,0,28.26276111
101806,1.010803778,0,0,28.27944444
101866.06,1.025658814,0,0,28.29612778
101926.11,1.016322083,0,0,28.31280833
101986.15,1.021258358,0,0,28.32948611
102046.22,1.02151085,0,0,28.34617222
102106.29,1.037346545,0,0,28.36285833
102166.37,1.021274001,0,0,28.37954722
102226.41,1.021295506,0,0,28.396225
102286.45,1.026177089,0,0,28.41290278
102346.5,1.04187853,0,0,28.42958333
102406.56,1.057418531,0.02,0.25,28.44626667
102466.61,0.945079524,0.000448651,0.071794606,28.46294722
102526.68,0.958000529,0,0.07,28.47963333
102586.76,0.937744648,0,0.07,28.49632222
102646.83,0.94853194,0,0.07,28.51300833
102706.9,0.938932765,0,0.25,28.52969444
102766.99,0.965277718,0,0.07,28.54638611
102827.03,0.958556593,0,0.07,28.56306389
102887.09,0.942542241,0,0.07,28.57974722
102947.14,0.961042221,0,0.07,28.59642778
103007.18,0.961134664,0,0.25,28.61310556
103067.23,0.955195513,0,0.07,28.62978611
103127.3,0.966638951,0,0,28.64647222
103187.34,0.976771826,0,0,28.66315
103247.38,0.960745652,0,0,28.67982778
103307.49,0.958990056,0,0,28.696525
103367.57,0.975521107,0,0,28.71321389
103427.65,0.961483988,0,0,28.72990278
103487.73,0.96820309,0,0,28.74659167
103547.81,0.957350433,0,0,28.76328056
103607.89,0.982910184,0,0,28.77996944
103667.93,0.989086912,0,0,28.79664722
103728,0.984961654,0,0,28.81333333
103788.08,0.978309265,0,0,28.83002222
103848.16,1.011752083,0,0,28.84671111
103908.24,0.985114191,0,0,28.8634
103968.27,0.980301183,0,0,28.880075
104028.36,0.998646047,0,0,28.89676667
104088.4,0.994344909,0,0,28.91344444
104148.45,0.99811218,0,0,28.930125
104208.53,1.002314739,0,0,28.94681389
104268.62,1.012574042,0,0,28.96350556
104328.68,1.011692709,0,0,28.98018889
104388.75,0.997345127,0,0,28.996875
104448.81,1.025680448,0,0,29.01355833
104508.85,1.030824821,0,0,29.03023611
104568.94,1.018292777,0,0,29.04692778
104628.98,1.025598328,0,0,29.06360556
104689.06,1.024321559,0,0,29.08029444
104749.13,1.028510709,0,0,29.09698056
104809.19,1.028471911,0,0,29.11366389
104869.27,1.042497364,0,0,29.13035278
104929.31,1.029676147,0,0,29.14703056
104989.36,1.040482952,0,0,29.16371111
105049.44,1.04602297,0.019500776,0.148003102,29.1804
105109.49,1.000682337,0.02,0.25,29.19708056
105169.53,0.91312818,0,0.07,29.21375833
105229.61,0.9073569,0,0.07,29.23044722
105289.66,0.8950727,0,0.07,29.24712778
105349.74,0.910517036,0,0.07,29.26381667
105409.79,0.919429394,0,0.25,29.28049722
105469.84,0.89659373,0,0.07,29.29717778
105529.88,0.919165457,0,0.07,29.31385556
105589.93,0.924685837,0,0.07,29.33053611
105649.97,0.916088441,0,0.07,29.34721389
105710.04,0.91935661,0,0.25,29.3639
105770.08,0.934244472,0,0,29.38057778
105830.14,0.932355121,0,0,29.39726111
105890.22,0.929788862,0,0,29.41395
105950.29,0.939408835,0,0,29.43063611
106010.37,0.919709464,0,0,29.447325
106070.45,0.935022478,0,0,29.46401389
106130.52,0.947135684,0,0,29.4807
106190.58,0.947030264,0,0,29.49738333
106250.65,0.936800862,0,0,29.51406944
106310.73,0.944384711,0,0,29.53075833
106370.81,0.943782694,0,0,29.54744722
106430.87,0.949033816,0,0,29.56413056
106490.93,0.947464568,0,0,29.58081389
106551,0.948049348,0,0,29.5975
106611.06,0.947333528,0,0,29.61418333
106671.14,0.953894617,0,0,29.63087222
106731.21,0.961196487,0,0,29.64755833
106791.26,0.953650782,0,0,29.66423889
106851.33,0.953654137,0,0,29.680925
106911.4,0.965932679,0,0,29.69761111
106971.48,0.975524004,0,0,29.7143
107031.56,0.969343521,0,0,29.73098889
107091.64,0.966647604,0,0,29.74767778
107151.7,0.978169471,0,0,29.76436111
107211.78,0.980096193,0,0,29.78105
107271.83,0.977994009,0,0,29.79773056
107331.89,0.981558875,0,0,29.81441389
107391.96,0.979818305,0,0,29.8311
107452,0.975618697,0,0,29.84777778
107512.04,0.978324114,0,0,29.86445556
107572.15,0.985182505,0,0,29.88115278
107632.23,0.991967549,0,0,29.89784167
107692.27,0.986473295,0,0,29.91451944
107752.35,1.009247418,0,0,29.93120833
107812.41,1.000382501,0,0,29.94789167
107872.48,1.001137246,0,0,29.96457778
107932.56,0.995004113,0,0,29.98126667
107992.6,1.008066107,0,0,29.99794444
108052.66,0.990912785,0,0,30.01462778
108112.73,1.003170873,0,0,30.03131389
108172.77,1.019868942,0,0,30.04799167
108232.85,1.013107331,0,0,30.06468056
108292.9,1.019149561,0,0,30.08136111
108352.96,1.027755765,0,0,30.09804444
108413.01,0.999737015,0,0,30.114725
108473.09,1.015024339,0,0,30.13141389
108533.13,1.004121696,0,0,30.14809167
108593.19,1.015639795,0,0,30.164775
108653.27,1.035847659,0,0,30.18146389
108713.31,1.020728492,0,0,30.19814167
108773.38,1.039075268,0,0,30.21482778
108833.46,1.016813828,0,0,30.23151667
108893.55,1.044911421,0,0,30.24820833
108953.63,1.034141391,0,0,30.26489722
109013.67,1.029545571,0,0,30.281575
109073.74,1.036528044,0,0,30.29826111
109133.82,1.041548956,0,0,30.31495
109193.86,1.054953315,0.02,0.15,30.33162778
109253.93,1.007333182,0.02,0.15,30.34831389
109314,0.909512616,0,0.25,30.365
109374.06,0.933069126,0,0.07,30.38168333
109434.13,0.906443275,0,0.07,30.39836944
109494.17,0.917331219,0,0.07,30.41504722
109554.21,0.930478408,0,0.07,30.431725
